producers,directors
"['6372355', '4490136', '3561125', '3713130', '5816161', '0736820', '1858480', '2766901']","['1429445', '1858480', '1429445', '1858480']"
[],[]
[],['1011775']
['0067457'],['1650373']
[],['3056067']
"['1274811', '3788160']",['0062614']
"['2965582', '5997114', '4114775', '3369338', '2286030', '4031950', '4875458', '1398329', '3105213', '3428728', '5862500', '0765822', '3612027', '4261751', '9633169', '9633168', '5890444', '2916195', '1417430']",['4092456']
"['0372546', '0005124', '1575873']","['0166256', '0615780', '2320658', '0930261']"
[],['0357355']
"['5072314', '9030391', '12508670', '1063028', '1084061']",['0946654']
"['4022184', '5186879', '12990397', '3625350', '12990396', '2325764', '8193008']",['3045431']
[],"['10802021', '12228899']"
"['9508308', '9508309']",['5643041']
"['0470029', '0470031']",[]
[],['12950071']
"['7879079', '12596646', '12596644', '4875458', '2283011', '8615517', '3105213', '1079556', '8075614', '1611270', '12596645', '0765822', '4859119', '1780241', '11947046', '9405750']",['3190380']
[],['8632526']
[],"['5190897', '3191235']"
"['7599340', '7599341', '9188745']",['7599340']
['2773452'],['0436784']
[],['2150730']
[],['0552490']
['2773452'],['0436784']
[],['3615218']
['8375442'],['8375442']
"['7078747', '1581464', '3222288']",['1581464']
[],[]
"['0067457', '7537260', '4139553', '6229764']",['6230142']
['8304428'],['1712390']
"['4934289', '0255540', '3902881', '0603688']",['2313442']
[],['9332147']
"['6124183', '6333515', '0255376', '1052445', '2164025', '3775833', '1439827', '0658634', '2832759', '1372450']","['2832759', '1093669']"
"['2358786', '3154448', '5109376', '1672065', '10890849']",['1302411']
"['0478717', '0415139', '8012737', '3950378']",['8012737']
"['6217477', '3008388', '3352646']",['3008388']
[],[]
['3613566'],['3842127']
[],['12083756']
"['2176241', '5498376']","['9357398', '1466612']"
"['2176241', '5498376']","['9357398', '1466612']"
"['0238247', '0428963', '5064809']",['5571116']
[],['7705982']
"['3464158', '5413218', '8065654']",['8065653']
['3202659'],['3202659']
['0590840'],['8147645']
[],[]
[],[]
['8675198'],['8675198']
"['3902881', '11328311', '0709349']",['8629570']
['4103556'],['6364805']
['8887985'],['1860606']
['9059560'],"['9059560', '9059559']"
[],['3684525']
['2722203'],['4695372']
"['1650390', '0783652']",['2239528']
"['8779363', '8779361', '8779362']",['8779361']
[],['9437836']
[],"['3361397', '0793840']"
[],"['8718960', '1101187']"
['7871237'],['8296425']
"['2044008', '8711002', '6753780', '1363317', '6753778', '1240210', '8565920', '8711003', '8711004', '3130510', '0397492', '3119176', '5215743', '2176241', '8555975', '2001097', '3831713', '8711005', '8711008', '8711006', '8711007', '5221470', '2178209', '5888099', '6753779', '2476057', '0924949']",['8625898']
[],['8718929']
"['8316458', '1108101', '8316320', '8261213', '8316454', '1541400', '8316457']",['8261213']
"['0520488', '0588087']",['8257038']
"['6769481', '11226880', '7449947', '5694961', '8045933']","['5694753', '5694739', '5694564']"
"['0022969', '0022971', '3904727', '1764568', '0529563', '1261085', '5309794', '4730830', '0889066']",['1764568']
"['6772803', '0910419']","['2228322', '6772803']"
"['7966722', '2578728', '7966719', '7966721']","['2578728', '8172425']"
"['8083708', '3309461', '2286030', '5108158', '3291233', '3105213', '10557088', '10459263', '5862500', '5508416', '1729631', '2500139', '1079556', '4625266', '1426179', '7938207']","['0994244', '4072722']"
"['1382262', '4338428']",['2196468']
"['0094080', '2378356', '2477469']",['0155940']
"['8076295', '8076301', '7753499', '8076297', '8076302']",['8076295']
"['0117725', '8905596']",['4162839']
[],['6017036']
[],['8379489']
"['4611870', '5768327', '2095224', '5281602', '1929880', '0498175', '0506977', '1469853', '0520488', '2540046', '0578195', '4523128', '0588087', '6518391', '1403024', '0620502', '3110359', '1905252', '0882388', '3617116']",['0003021']
"['7141642', '8113884']",['7141642']
"['0015528', '8847729']","['8696427', '4504144']"
"['0402147', '0415859']",['0415859']
['0762407'],['0762407']
"['3625350', '1392363']",['0613562']
"['7254237', '9209043', '2823870', '10298429', '4068674', '9061199']",['1238086']
['5221980'],['9927025']
[],['2457303']
"['2404514', '0450454']",['9670314']
"['0067250', '3212784', '1819369', '2479121']",['0902741']
[],['3114760']
"['1055159', '1633269', '3113835', '3985150', '3536707', '0329666', '11877138', '2106556', '5974535', '0517433', '6311868', '3799372', '2847097', '1742068', '1201075', '1253610', '0921627', '2433883']","['0312881', '2167092']"
"['5643041', '7834749']",['8697232']
"['8698237', '13607172', '5643041', '8698235']",['5643041']
"['8255797', '4143175', '5564853']",['4143175']
"['5148451', '3309461', '3369338', '9322127', '4441200', '5108158', '4986613', '10016974', '4626844', '10016973', '10016975', '9060465', '1628530', '9966291', '1417430']",['2423816']
['9043354'],['9043354']
"['3619104', '8853320', '4364257', '4363591', '1641305', '8861736', '7417384']",['1641305']
[],[]
"['4396933', '2348869', '3022111', '7984119', '7795913', '1857204', '3984065', '9855149', '4720435', '4805484', '5491254', '3928585', '7147988', '2438022', '2561909', '7575300', '0879976', '3549691', '1340274', '4230378']",['1287472']
[],['2991644']
[],[]
"['8412987', '8412993', '8412995', '2667274', '8412986', '3479288', '8412994', '8412990', '8412988', '8412989', '8412992']",['2667274']
"['3530321', '2097733', '0411070', '4810515', '3022345', '8970015', '2631098', '9589241', '6877612', '8143988', '5036518', '9589242', '4731646', '9589240', '5903092', '5691126', '8319346', '0847182', '9589243', '7725301', '9589239']",['0436784']
[],['2025035']
[],['1680288']
['5543664'],['9191864']
"['7845589', '3724109', '11317769', '7008154', '3815946', '5632248', '0413419', '0414042', '9979425', '6194348', '7408854', '2531690', '8381682', '1346579', '4847599', '2009249', '2463304', '2011816', '3116046', '0518073', '7292184', '11317766', '9737245', '3831972', '11317767', '11317768', '1090121', '2726940', '2726390', '0939147', '9140887']","['3815946', '10119827']"
[],['2991644']
"['1909785', '0619820', '3155373']",['0569891']
"['8213324', '10625383', '9010040', '8855464']",['4644049']
"['4993228', '4993181', '12738943', '2797554', '0411070', '4992970', '9749418', '0442930', '8377304', '2634953', '4536709', '2631098', '10279844', '0757334', '8142488', '2521798', '10710918', '12738945', '10458773', '12738944', '6704231', '5842576']",['2150730']
[],[]
"['1514279', '1029636']",['1029636']
['1860606'],['1860606']
"['0061671', '5838906', '0331532', '1852209', '0449549', '0457453', '2137570']",['0038432']
[],['5817519']
[],"['11370772', '3140864', '2935460', '8005119', '8005118']"
"['2678444', '9740805', '3625350', '1392363']",['1482702']
['0103181'],"['0048735', '5499209']"
['4477745'],['4477745']
"['10307189', '10307190']",['10307159']
"['2093636', '2546002', '8917794']","['2093636', '2546002']"
"['5528523', '10023921', '3762469']","['3762469', '3428724']"
"['10346104', '10346106']","['10346104', '10346106', '10346105']"
"['8194690', '2577652', '2270022', '3496815', '2596374', '7573116', '0473539', '12200465', '13036759', '6877612', '0792438', '1082471', '13046344', '5014738', '13036758', '9740804']",['2032664']
[],['2621812']
[],['3045431']
"['1650390', '10240701', '0783652', '2271423']","['7704725', '2591840', '2932959']"
"['0049291', '0153581', '0189773', '0365480', '0003210', '0448515', '0908708']",['0365480']
"['5480233', '0207560', '0219785', '0244674', '2625482', '1803236', '0444634', '7605570', '1236489']",['0263244']
[],['2507381']
['1138341'],['2832271']
"['4993228', '3258660', '4189780', '5896878', '4329109', '7385921', '6480678', '2676892', '12201115', '8693847', '0757334', '8781715', '3806302', '9030997', '2107951', '2121212']",['7458903']
"['8916368', '8916374']",['8916368']
['7319122'],"['7319101', '13303466']"
['2545009'],['2545009']
"['4256312', '5899150', '2999307', '8785072', '0381757', '0898365']","['1551663', '5899150']"
['2539064'],['5895463']
"['8408771', '0098153', '0509223', '4726344', '0837875', '3059955']",['0123931']
['9983864'],['7692088']
"['5007860', '6830233', '3388080', '9532035', '2512153', '4476963', '8511636', '3882588', '1806674', '9734392', '4426512', '2755574', '9251103', '1837046', '4104746', '0581565', '1493950', '1353534', '1791803', '2280443', '2524891']",['2280443']
"['4022184', '4384336', '2678444', '9740805', '4384370', '7086842', '1315809', '2325764', '0999118', '1392363', '1482702', '9740804']",['1482702']
"['9569275', '4564603', '8911664', '2557760', '7390375', '5949364', '2676892', '4550235', '5343401', '3240040', '9365146', '3372775', '2478744', '7385911', '7362278', '4001143']",['2670218']
"['1893665', '0167042', '0267945', '8315571', '0311902', '0378376', '0002602', '0592643', '0841326', '13292160', '0905820']",['3468275']
"['7403143', '9000939']",['7403142']
"['7828487', '2601186', '3006087', '4096737', '7655314', '1436417', '0701813', '5762462', '4022213']","['1438228', '4214224']"
"['6836378', '6836376', '1794876', '6836377', '8152795', '8754113']",['1794876']
"['1398329', '4040422', '1234345', '4463831', '8641846']",['2764304']
"['5111943', '2933037', '0005739', '2019532', '4933251', '7611364', '6436879', '4938934', '4932625']",['2133971']
"['3452373', '2184536', '0828882', '5975252']",['5028410']
[],['3303903']
[],['8899901']
"['3985204', '1806667', '1224299', '2499267', '2438127', '2603919', '0814969', '0842616']",['1659741']
['8933364'],['8933364']
"['0062524', '5453883']",['0062524']
"['5907916', '1378023', '1398739', '5630832', '8090525', '2977619', '3042580']",['1398739']
"['0050097', '0490375', '0727235', '1384079']",['4097598']
"['0005124', '0716816', '0912717']",['0270263']
[],['1628156']
"['4788561', '3015790', '0049255', '1480420', '2357333', '1491111', '4111213']",['0140196']
"['3388080', '7390412', '0164708', '0219613', '8746024', '2755574', '8746025', '1597847', '11129506', '2469089', '0661406', '5502144', '5055646', '8382282', '1364790']","['3699790', '1364790']"
"['5235562', '6171341', '2083784', '1395508', '2324815', '5675842', '6900958', '1837904', '6206158', '2083985', '6902848', '2720063', '1445824', '1803376', '0596294', '6613781', '7301434', '1762349', '1602254', '0859708', '6902849', '6902850', '3583854']","['0051643', '1762349', '1445824']"
[],['7426856']
"['4232717', '1973308', '0057623', '7864046', '0309027', '1098024', '1968081', '0596763', '0733730', '0757661', '0875671', '2826348']","['3583061', '1955897']"
"['3830362', '10430400', '10903193', '3815259', '10430401', '6348554', '10903190', '4848863', '4247366', '10903191', '4417080', '3811763', '1259616', '10903189', '10903192']","['0632722', '1640505']"
"['7679387', '9191885', '1119869']",['1120902']
"['0372329', '1873168', '0577560', '0719208', '2454185']","['0049633', '1853544', '3210494']"
"['5840082', '1142522', '1417039', '10379258', '10379257']","['3380955', '3469450']"
"['7436636', '7436629', '4965334', '7436626']",['7436629']
"['6363344', '1558059', '3514970', '6363342', '9065453', '1632943']",['3514970']
"['12742807', '12742806', '3288218']",['12742806']
"['8083708', '4877644', '3309461', '2286030', '4441200', '2131743', '3105213', '10459263', '4626844', '1729631', '2966299', '10729242']",['2745683']
[],[]
['8519166'],['8519166']
"['8557208', '0116369', '7230760', '2897837', '0851759']","['1348707', '2883649']"
[],"['8473802', '10126622']"
[],['2507381']
[],['1278058']
"['9212291', '9209592', '9212290']",['7091010']
"['8888809', '2156502']",['7365338']
"['2577652', '5468610', '0348819', '9395700', '7537260', '1549716', '0410985', '8780789', '0441359', '3984065', '9395699', '0473539', '3046679', '8780792', '7537258', '0605303', '9395703', '4783760', '8780785', '4371294', '9395702', '5014738', '9395701', '11758072', '4370574']",['0951197']
"['7817606', '7892976']","['0474430', '7817606']"
['1882146'],"['0234725', '6729163']"
"['7184532', '7184531']",['9027843']
"['1676089', '0297757', '1749204', '9984652', '1549716', '9943613', '4810515', '3022345', '2052679', '9984651', '5347659', '6287709']",['0948488']
[],[]
['7737741'],['9135765']
"['2286030', '4875458', '3105213', '0496556', '4164278', '4749592', '9664001', '6014327', '12191427', '12191428', '7300275', '9772392', '3549691', '4230378']",['3966426']
"['1480420', '1491111', '5242810']",['2705766']
"['6106556', '4647532', '8750129', '6131351', '2676892', '4550235', '3240040', '10137858', '5809439', '1780241', '4001143']",['3526565']
"['0122334', '3283541', '2276130', '0578195', '1882146', '0863622', '0882388']",['0515005']
[],['1634378']
[],['6053649']
"['0470029', '0470031']","['0470029', '1034641']"
['8390505'],['8390505']
"['1779809', '2117510', '2761920', '9490762', '3818627', '2777394', '0303034', '2776286', '0562775', '0661549', '2671101', '0823721', '3818828', '0887263', '2178150', '6802331', '4521461', '9097273']","['0214857', '0823721']"
['6473576'],"['0123931', '1078585', '0596698', '0692939', '1186116', '1958445']"
"['2135892', '0470614', '0706904', '2137570']",['1902232']
['0462269'],['9243249']
[],['10354140']
[],"['4090034', '6915080']"
"['0690110', '0822573']",['0690110']
"['3760679', '8996213', '1779809', '0082839', '0082841', '8996220', '8996214', '0242008', '6081852', '3760955', '6194377', '6194348', '0440344', '8367155', '3893921', '6081853', '1545935', '5650752', '5359159', '6228225', '8996212', '1098194', '0511605', '9140886', '5371827', '7978821', '5734020', '8996211', '9140887']",['2117510']
"['1079521', '0429687', '5455843', '0897797', '1443233']",['4138878']
['10557088'],"['2282696', '2960490']"
[],['5562544']
"['1155309', '0436901', '7413893', '1640694', '1637852']",['1637852']
['2929057'],"['0793840', '1913128']"
"['2674901', '9142704', '9231779', '2416660', '9231778', '6483890', '0627159', '6483889', '9231777', '6654612', '0000680']","['0032925', '2388895']"
"['1244137', '0205241', '0434616', '0444634', '1914856', '1590326', '1915556', '0567079', '7028468']",['0832770']
"['13027900', '2055761']",['13027898']
[],['2991644']
['2979839'],['2932996']
['1271700'],['1271700']
"['1806674', '1837046', '2223210', '1637792', '0581565', '1493950', '2966130', '9241181', '2524891', '0955100']","['1637792', '3575075']"
"['4589922', '8189108']",['4589923']
"['5072314', '9030391', '12508670', '1063028', '1084061']",['0946654']
"['1016199', '1789781', '3524562', '3523898', '1479800', '0665193', '3112503', '0003304', '1234518', '1281453', '0908587']","['2114789', '0908587']"
"['8733794', '4449721', '3567505']","['5549531', '5739373', '5739362', '5739368']"
"['1735387', '3465307']","['3465307', '1032257']"
"['5255757', '5304723', '0130477', '2512153', '1785856', '0265976', '0689316', '0001401', '3626980', '1479800', '0505637', '1119079', '0636675', '4939776', '2847097', '0003304', '2228020', '3172673', '0794398', '1234518', '0854804', '2727721']",['1316072']
['0004914'],"['5448527', '0450194', '1184240', '2812716', '2592059', '4278778', '0268872', '3903659', '3760388', '0959774']"
"['4287898', '2149571', '5471234', '0296614', '0378210', '6261672', '1005373']",['1199352']
[],"['6797843', '6874741']"
[],['4679096']
"['0151761', '0156994', '0945999', '0946095']",['0151761']
"['0192032', '0382375', '3851962']",[]
"['4611870', '0157654', '1257214', '0334381', '5281602', '2123444', '0498175', '1469853', '0520488', '5660719', '3609152', '0003021', '4523128', '0588087', '1465008', '3360197', '0620502', '3110359', '4254685', '0711840', '3617116']","['0063769', '0279729', '0517517']"
